gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
115,2024-08-09,home,CIN,W,8,3,66-49,1,7.0,2:34:00,154,N,37742,2024,66,49,0.57,Friday
114,2024-08-08,home,ATL,W,16,7,65-49,1,7.0,3:22:00,202,D,29935,2024,65,49,0.57,Thursday
113,2024-08-07,home,ATL,W,8,5,64-49,1,6.0,3:03:00,183,N,33281,2024,64,49,0.57,Wednesday
112,2024-08-06,home,ATL,W,10,0,63-49,1,6.0,2:45:00,165,N,38701,2024,63,49,0.56,Tuesday
111,2024-08-04,home,WSN,L,3,4,62-49,1,5.5,2:19:00,139,D,18748,2024,62,49,0.56,Sunday
110,2024-08-03,home,WSN,L,4,6,62-48,1,5.5,2:10:00,130,D,30577,2024,62,48,0.56,Saturday
109,2024-08-02,home,WSN,W,8,3,62-47,1,6.5,3:01:00,181,N,22132,2024,62,47,0.57,Friday
108,2024-07-31,home,ATL,L,2,6,61-47,1,5.0,2:50:00,170,D,37111,2024,61,47,0.56,Wednesday
107,2024-07-30,home,ATL,L,1,5,61-46,1,6.0,2:28:00,148,N,28810,2024,61,46,0.57,Tuesday
106,2024-07-29,home,ATL,W,8,3,61-45,1,7.0,2:14:00,134,N,28698,2024,61,45,0.58,Monday
105,2024-07-28,home,MIA,W,6,2,60-45,1,6.0,2:46:00,166,D,32946,2024,60,45,0.57,Sunday
104,2024-07-27,home,MIA,L,3,7,59-45,1,6.0,2:50:00,170,N,36171,2024,59,45,0.57,Saturday
103,2024-07-26,home,MIA,L,2,6,59-44,1,6.0,2:41:00,161,N,30128,2024,59,44,0.57,Friday
102,2024-07-24,home,CHC,W,3,2,59-43,1,6.0,2:34:00,154,D,37679,2024,59,43,0.58,Wednesday
101,2024-07-23,home,CHC,W,1,0,58-43,1,5.0,2:37:00,157,N,37651,2024,58,43,0.57,Tuesday
100,2024-07-22,home,CHC,L,1,3,57-43,1,5.0,2:30:00,150,N,35741,2024,57,43,0.57,Monday
99,2024-07-21,home,MIN,W,8,7,57-42,1,5.0,3:02:00,182,D,36327,2024,57,42,0.58,Sunday
98,2024-07-20,home,MIN,W,8,4,56-42,1,5.0,3:44:00,224,N,41679,2024,56,42,0.57,Saturday
97,2024-07-14,home,WSN,W,9,3,55-42,1,4.5,2:34:00,154,D,35040,2024,55,42,0.57,Sunday
96,2024-07-13,home,WSN,L,5,6,54-42,1,3.5,3:00:00,180,D,34169,2024,54,42,0.56,Saturday
95,2024-07-12,home,WSN,L,2,5,54-41,1,5.0,2:41:00,161,N,31967,2024,54,41,0.57,Friday
94,2024-07-11,home,PIT,L,0,1,54-40,1,5.0,2:20:00,140,D,36743,2024,54,40,0.57,Thursday
93,2024-07-10,home,PIT,W,9,0,54-39,1,5.5,2:34:00,154,N,27294,2024,54,39,0.58,Wednesday
92,2024-07-09,home,PIT,L,2,12,53-39,1,4.0,2:36:00,156,N,26422,2024,53,39,0.58,Tuesday
91,2024-07-07,home,LAD,W,9,2,53-38,1,5.0,2:53:00,173,D,43528,2024,53,38,0.58,Sunday
90,2024-07-06,home,LAD,L,3,5,52-38,1,5.0,2:42:00,162,D,50086,2024,52,38,0.58,Saturday
89,2024-07-05,home,LAD,L,5,8,52-37,1,5.0,2:30:00,150,N,49885,2024,52,37,0.58,Friday
88,2024-07-04,home,COL,L,3,4,52-36,1,6.0,2:35:00,155,N,48705,2024,52,36,0.59,Thursday
87,2024-07-03,home,COL,W,3,0,52-35,1,7.0,2:33:00,153,N,34177,2024,52,35,0.6,Wednesday
86,2024-07-02,home,COL,W,4,3,51-35,1,6.0,3:22:00,202,N,25669,2024,51,35,0.59,Tuesday
85,2024-07-01,home,COL,L,7,8,50-35,1,6.0,2:48:00,168,N,26204,2024,50,35,0.59,Monday
84,2024-06-30,home,CHC,W,7,1,50-34,1,6.5,2:21:00,141,D,42658,2024,50,34,0.6,Sunday
83,2024-06-29,home,CHC,L,3,5,49-34,1,6.5,2:33:00,153,D,42238,2024,49,34,0.59,Saturday
82,2024-06-28,home,CHC,W,4,2,49-33,1,6.5,2:24:00,144,N,39298,2024,49,33,0.6,Friday
81,2024-06-26,home,TEX,W,6,5,48-33,1,6.0,2:43:00,163,D,36552,2024,48,33,0.59,Wednesday
80,2024-06-25,home,TEX,W,3,1,47-33,1,5.5,2:15:00,135,N,30892,2024,47,33,0.59,Tuesday
79,2024-06-24,home,TEX,W,6,3,46-33,1,5.0,2:58:00,178,N,27924,2024,46,33,0.58,Monday
78,2024-06-23,home,SDP,W,6,2,45-33,1,5.0,2:32:00,152,D,42048,2024,45,33,0.58,Sunday
77,2024-06-22,home,SDP,L,4,6,44-33,1,5.0,2:40:00,160,D,39658,2024,44,33,0.57,Saturday
76,2024-06-21,home,SDP,L,5,9,44-32,1,6.0,3:11:00,191,N,41282,2024,44,32,0.58,Friday
75,2024-06-20,home,SDP,L,6,7,44-31,1,6.5,3:01:00,181,N,42644,2024,44,31,0.59,Thursday
74,2024-06-19,home,LAA,W,2,0,44-30,1,7.5,2:22:00,142,N,28483,2024,44,30,0.59,Wednesday
73,2024-06-18,home,LAA,W,6,3,43-30,1,6.5,2:47:00,167,N,27967,2024,43,30,0.59,Tuesday
72,2024-06-17,home,LAA,L,3,5,42-30,1,5.5,2:27:00,147,N,26575,2024,42,30,0.58,Monday
71,2024-06-16,home,CIN,W,5,4,42-29,1,6.5,2:40:00,160,D,41676,2024,42,29,0.59,Sunday
70,2024-06-15,home,CIN,W,3,1,41-29,1,6.5,2:11:00,131,D,38419,2024,41,29,0.59,Saturday
69,2024-06-14,home,CIN,L,5,6,40-29,1,5.5,2:47:00,167,N,32810,2024,40,29,0.58,Friday
68,2024-06-12,home,TOR,W,5,4,40-28,1,7.0,2:37:00,157,D,30444,2024,40,28,0.59,Wednesday
67,2024-06-11,home,TOR,L,0,3,39-28,1,6.5,2:37:00,157,N,25253,2024,39,28,0.58,Tuesday
66,2024-06-10,home,TOR,W,3,1,39-27,1,7.0,2:13:00,133,N,24381,2024,39,27,0.59,Monday
65,2024-06-09,home,DET,L,2,10,38-27,1,6.5,2:26:00,146,D,24077,2024,38,27,0.58,Sunday
64,2024-06-08,home,DET,W,5,4,38-26,1,6.5,3:03:00,183,D,32333,2024,38,26,0.59,Saturday
63,2024-06-07,home,DET,W,10,0,37-26,1,6.5,2:22:00,142,N,24512,2024,37,26,0.59,Friday
62,2024-06-05,home,PHI,L,0,2,36-26,1,5.0,2:14:00,134,D,38910,2024,36,26,0.58,Wednesday
61,2024-06-04,home,PHI,L,1,2,36-25,1,6.0,2:58:00,178,N,40632,2024,36,25,0.59,Tuesday
60,2024-06-03,home,PHI,L,1,3,36-24,1,7.0,2:10:00,130,N,43553,2024,36,24,0.6,Monday
59,2024-06-02,home,CHW,W,6,3,36-23,1,7.0,2:29:00,149,D,30442,2024,36,23,0.61,Sunday
58,2024-06-01,home,CHW,W,4,3,35-23,1,6.5,2:45:00,165,D,36017,2024,35,23,0.6,Saturday
57,2024-05-31,home,CHW,W,12,5,34-23,1,6.0,3:02:00,182,N,30931,2024,34,23,0.6,Friday
56,2024-05-30,home,CHC,W,6,4,33-23,1,5.0,2:33:00,153,D,33219,2024,33,23,0.59,Thursday
55,2024-05-29,home,CHC,W,10,6,32-23,1,4.5,2:32:00,152,N,26695,2024,32,23,0.58,Wednesday
54,2024-05-28,home,CHC,L,3,6,31-23,1,3.5,3:09:00,189,N,24076,2024,31,23,0.57,Tuesday
53,2024-05-27,home,CHC,W,5,1,31-22,1,4.5,2:17:00,137,D,41882,2024,31,22,0.58,Monday
52,2024-05-26,home,BOS,L,1,2,30-22,1,3.5,2:13:00,133,D,34078,2024,30,22,0.58,Sunday
51,2024-05-25,home,BOS,W,6,3,30-21,1,3.5,2:41:00,161,D,34822,2024,30,21,0.59,Saturday
50,2024-05-24,home,BOS,W,7,2,29-21,1,2.5,2:37:00,157,N,30992,2024,29,21,0.58,Friday
49,2024-05-22,home,MIA,L,0,1,28-21,1,1.5,1:54:00,114,N,7792,2024,28,21,0.57,Wednesday
48,2024-05-21,home,MIA,W,7,5,28-20,1,1.5,2:44:00,164,N,6799,2024,28,20,0.58,Tuesday
47,2024-05-20,home,MIA,L,2,3,27-20,1,1.5,2:49:00,169,N,8255,2024,27,20,0.57,Monday
46,2024-05-19,home,HOU,L,4,9,27-19,1,2.0,2:50:00,170,D,34045,2024,27,19,0.59,Sunday
45,2024-05-18,home,HOU,W,4,2,27-18,1,2.0,2:30:00,150,N,34212,2024,27,18,0.6,Saturday
44,2024-05-17,home,HOU,L,4,5,26-18,1,2.0,2:39:00,159,N,31334,2024,26,18,0.59,Friday
43,2024-05-15,home,PIT,W,10,2,26-17,1,1.5,2:22:00,142,D,32848,2024,26,17,0.6,Wednesday
42,2024-05-14,home,PIT,W,4,3,25-17,1,1.5,2:27:00,147,N,19532,2024,25,17,0.6,Tuesday
41,2024-05-13,home,PIT,L,6,8,24-17,1,0.5,3:07:00,187,N,18305,2024,24,17,0.59,Monday
40,2024-05-12,home,STL,L,3,4,24-16,1,0.5,2:44:00,164,D,36865,2024,24,16,0.6,Sunday
39,2024-05-11,home,STL,W,5,3,24-15,1,1.5,2:50:00,170,N,34028,2024,24,15,0.62,Saturday
38,2024-05-10,home,STL,W,11,2,23-15,1,0.5,2:31:00,151,N,30104,2024,23,15,0.61,Friday
37,2024-05-09,home,STL,W,7,1,22-15,1,0.5,2:27:00,147,N,25031,2024,22,15,0.59,Thursday
36,2024-05-08,home,KCR,L,4,6,21-15,1,0.0,2:38:00,158,D,22430,2024,21,15,0.58,Wednesday
35,2024-05-07,home,KCR,W,6,5,21-14,1,0.0,2:32:00,152,N,14657,2024,21,14,0.6,Tuesday
34,2024-05-06,home,KCR,L,2,3,20-14,1,0.0,2:27:00,147,N,10005,2024,20,14,0.59,Monday
33,2024-05-05,home,CHC,L,0,5,20-13,1,0.0,2:23:00,143,D,39299,2024,20,13,0.61,Sunday
32,2024-05-04,home,CHC,L,5,6,20-12,1,1.0,2:30:00,150,D,40505,2024,20,12,0.62,Saturday
31,2024-05-03,home,CHC,W,3,1,20-11,1,2.0,2:37:00,157,D,33557,2024,20,11,0.65,Friday
30,2024-05-01,home,TBR,W,7,1,19-11,1,0.5,2:31:00,151,D,20132,2024,19,11,0.63,Wednesday
29,2024-04-30,home,TBR,W,8,2,18-11,1,0.5,2:47:00,167,N,21124,2024,18,11,0.62,Tuesday
28,2024-04-29,home,TBR,L,0,1,17-11,2,-0.5,2:31:00,151,N,20395,2024,17,11,0.61,Monday
27,2024-04-28,home,NYY,L,5,15,17-10,1,0.5,3:21:00,201,D,35295,2024,17,10,0.63,Sunday
26,2024-04-27,home,NYY,L,3,15,17-9,1,0.5,2:45:00,165,N,41620,2024,17,9,0.65,Saturday
25,2024-04-26,home,NYY,W,7,6,17-8,1,0.5,3:11:00,191,N,32314,2024,17,8,0.68,Friday
24,2024-04-25,home,PIT,W,7,5,16-8,1,0.5,3:05:00,185,D,11570,2024,16,8,0.67,Thursday
23,2024-04-24,home,PIT,W,3,2,15-8,1,0.5,2:42:00,162,N,10370,2024,15,8,0.65,Wednesday
22,2024-04-23,home,PIT,L,1,2,14-8,1,0.5,2:14:00,134,N,9107,2024,14,8,0.64,Tuesday
21,2024-04-22,home,PIT,L,2,4,14-7,1,1.5,2:32:00,152,N,8461,2024,14,7,0.67,Monday
20,2024-04-21,home,STL,W,2,0,14-6,1,2.0,2:34:00,154,D,40715,2024,14,6,0.7,Sunday
19,2024-04-20,home,STL,W,12,5,13-6,1,1.0,3:01:00,181,D,41949,2024,13,6,0.68,Saturday
18,2024-04-19,home,STL,W,2,1,12-6,1,0.5,3:02:00,182,N,40147,2024,12,6,0.67,Friday
17,2024-04-17,home,SDP,W,1,0,11-6,1,0.5,2:04:00,124,D,24521,2024,11,6,0.65,Wednesday
16,2024-04-16,home,SDP,L,3,6,10-6,1,0.0,2:53:00,173,N,20034,2024,10,6,0.62,Tuesday
15,2024-04-15,home,SDP,L,3,7,10-5,1,0.0,2:53:00,173,N,18396,2024,10,5,0.67,Monday
14,2024-04-14,home,BAL,L,4,6,10-4,1,0.0,2:43:00,163,D,35085,2024,10,4,0.71,Sunday
13,2024-04-13,home,BAL,W,11,5,10-3,1,1.0,3:00:00,180,D,24327,2024,10,3,0.77,Saturday
12,2024-04-12,home,BAL,W,11,1,9-3,1,0.0,2:46:00,166,N,32205,2024,9,3,0.75,Friday
11,2024-04-10,home,CIN,W,7,2,8-3,2,-0.5,2:12:00,132,N,10388,2024,8,3,0.73,Wednesday
10,2024-04-09,home,CIN,W,9,5,7-3,2,-1.0,2:57:00,177,N,12623,2024,7,3,0.7,Tuesday
9,2024-04-08,home,CIN,L,8,10,6-3,2,-2.0,2:48:00,168,N,10382,2024,6,3,0.67,Monday
8,2024-04-07,home,SEA,W,12,4,6-2,2,-1.0,2:36:00,156,D,25573,2024,6,2,0.75,Sunday
7,2024-04-06,home,SEA,L,3,5,5-2,2,-1.0,2:25:00,145,N,35522,2024,5,2,0.71,Saturday
6,2024-04-05,home,SEA,W,6,5,5-1,1,0.0,2:47:00,167,N,23035,2024,5,1,0.83,Friday
5,2024-04-03,home,MIN,L,3,7,4-1,2,-0.5,3:07:00,187,D,17854,2024,4,1,0.8,Wednesday
4,2024-04-02,home,MIN,W,3,2,4-0,2,-0.5,2:24:00,144,D,41659,2024,4,0,1.0,Tuesday
3,2024-03-31,home,NYM,W,4,1,3-0,2,-0.5,2:43:00,163,D,22222,2024,3,0,1.0,Sunday
2,2024-03-30,home,NYM,W,7,6,2-0,2,-0.5,2:50:00,170,D,30296,2024,2,0,1.0,Saturday
1,2024-03-29,home,NYM,W,3,1,1-0,2,-0.5,2:28:00,148,D,42137,2024,1,0,1.0,Friday
162,2023-10-01,home,CHC,W,4,0,92-70,1,9.0,2:23:00,143,D,42946,2023,92,70,0.57,Sunday
161,2023-09-30,home,CHC,L,6,10,91-70,1,8.0,3:02:00,182,N,42652,2023,91,70,0.57,Saturday
160,2023-09-29,home,CHC,W,4,3,91-69,1,9.0,3:03:00,183,N,39216,2023,91,69,0.57,Friday
159,2023-09-28,home,STL,W,3,0,90-69,1,8.0,2:23:00,143,D,29185,2023,90,69,0.57,Thursday
158,2023-09-27,home,STL,W,3,2,89-69,1,7.0,2:41:00,161,N,31256,2023,89,69,0.56,Wednesday
157,2023-09-26,home,STL,L,1,4,88-69,1,6.0,2:26:00,146,N,36755,2023,88,69,0.56,Tuesday
156,2023-09-24,home,MIA,L,1,6,88-68,1,6.0,2:46:00,166,D,17538,2023,88,68,0.56,Sunday
155,2023-09-23,home,MIA,L,4,5,88-67,1,7.0,2:35:00,155,D,23867,2023,88,67,0.57,Saturday
154,2023-09-22,home,MIA,W,16,1,88-66,1,8.0,2:53:00,173,N,15884,2023,88,66,0.57,Friday
153,2023-09-21,home,STL,W,6,0,87-66,1,8.0,2:18:00,138,D,37105,2023,87,66,0.57,Thursday
152,2023-09-20,home,STL,W,8,2,86-66,1,7.0,2:24:00,144,N,37008,2023,86,66,0.57,Wednesday
151,2023-09-19,home,STL,W,7,3,85-66,1,6.0,3:04:00,184,N,35760,2023,85,66,0.56,Tuesday
150,2023-09-18,home,STL,L,0,1,84-66,1,6.0,2:06:00,126,N,33176,2023,84,66,0.56,Monday
149,2023-09-17,home,WSN,L,1,2,84-65,1,6.5,3:15:00,195,D,31865,2023,84,65,0.56,Sunday
148,2023-09-16,home,WSN,W,9,5,84-64,1,6.5,3:09:00,189,N,36212,2023,84,64,0.57,Saturday
147,2023-09-15,home,WSN,W,5,3,83-64,1,5.5,2:29:00,149,N,35428,2023,83,64,0.56,Friday
146,2023-09-14,home,MIA,W,4,2,82-64,1,4.5,2:33:00,153,D,26529,2023,82,64,0.56,Thursday
145,2023-09-13,home,MIA,L,0,2,81-64,1,4.0,2:35:00,155,N,24251,2023,81,64,0.56,Wednesday
144,2023-09-12,home,MIA,W,3,1,81-63,1,4.0,2:28:00,148,N,26466,2023,81,63,0.56,Tuesday
143,2023-09-11,home,MIA,W,12,0,80-63,1,3.0,2:20:00,140,N,21792,2023,80,63,0.56,Monday
142,2023-09-10,home,NYY,L,3,4,79-63,1,3.0,3:33:00,213,D,41702,2023,79,63,0.56,Sunday
141,2023-09-09,home,NYY,W,9,2,79-62,1,4.0,2:48:00,168,D,44068,2023,79,62,0.56,Saturday
140,2023-09-08,home,NYY,W,8,2,78-62,1,3.0,3:02:00,182,N,37115,2023,78,62,0.56,Friday
139,2023-09-06,home,PIT,L,4,5,77-62,1,1.5,2:46:00,166,D,8594,2023,77,62,0.55,Wednesday
138,2023-09-05,home,PIT,W,7,3,77-61,1,2.5,2:42:00,162,N,9324,2023,77,61,0.56,Tuesday
137,2023-09-04,home,PIT,L,2,4,76-61,1,2.5,2:22:00,142,N,10831,2023,76,61,0.55,Monday
136,2023-09-03,home,PHI,L,2,4,76-60,1,3.5,2:41:00,161,D,33473,2023,76,60,0.56,Sunday
135,2023-09-02,home,PHI,W,7,5,76-59,1,4.5,3:01:00,181,N,35253,2023,76,59,0.56,Saturday
134,2023-09-01,home,PHI,W,7,5,75-59,1,3.5,2:34:00,154,N,32519,2023,75,59,0.56,Friday
133,2023-08-30,home,CHC,L,2,3,74-59,1,3.0,2:31:00,151,D,31769,2023,74,59,0.56,Wednesday
132,2023-08-29,home,CHC,L,0,1,74-58,1,4.0,2:30:00,150,N,33294,2023,74,58,0.56,Tuesday
131,2023-08-28,home,CHC,W,6,2,74-57,1,5.0,2:18:00,138,N,35097,2023,74,57,0.56,Monday
130,2023-08-27,home,SDP,W,10,6,73-57,1,4.0,3:07:00,187,D,36528,2023,73,57,0.56,Sunday
129,2023-08-26,home,SDP,W,5,4,72-57,1,4.0,2:31:00,151,N,39945,2023,72,57,0.56,Saturday
128,2023-08-25,home,SDP,W,7,3,71-57,1,4.0,2:45:00,165,N,33089,2023,71,57,0.55,Friday
127,2023-08-23,home,MIN,W,8,7,70-57,1,3.5,3:30:00,210,D,38164,2023,70,57,0.55,Wednesday
126,2023-08-22,home,MIN,W,7,3,69-57,1,3.5,2:33:00,153,N,38688,2023,69,57,0.55,Tuesday
125,2023-08-20,home,TEX,W,6,2,68-57,1,3.0,3:08:00,188,D,37138,2023,68,57,0.54,Sunday
124,2023-08-19,home,TEX,W,6,1,67-57,1,3.0,2:45:00,165,D,39578,2023,67,57,0.54,Saturday
123,2023-08-18,home,TEX,W,9,8,66-57,1,2.0,3:07:00,187,N,33797,2023,66,57,0.54,Friday
122,2023-08-17,home,LAD,L,0,1,65-57,1,2.0,2:13:00,133,N,43195,2023,65,57,0.53,Thursday
121,2023-08-16,home,LAD,L,1,7,65-56,1,2.5,2:10:00,130,N,41413,2023,65,56,0.54,Wednesday
120,2023-08-15,home,LAD,L,2,6,65-55,1,3.5,2:10:00,130,N,46050,2023,65,55,0.54,Tuesday
119,2023-08-13,home,CHW,W,7,3,65-54,1,3.5,2:41:00,161,D,24495,2023,65,54,0.55,Sunday
118,2023-08-12,home,CHW,W,3,2,64-54,1,2.5,2:33:00,153,N,29851,2023,64,54,0.54,Saturday
117,2023-08-11,home,CHW,W,7,6,63-54,1,2.5,3:23:00,203,N,30059,2023,63,54,0.54,Friday
116,2023-08-09,home,COL,W,7,6,62-54,1,2.5,2:52:00,172,D,35173,2023,62,54,0.53,Wednesday
115,2023-08-08,home,COL,L,3,7,61-54,1,1.5,2:47:00,167,N,25365,2023,61,54,0.53,Tuesday
114,2023-08-07,home,COL,W,12,1,61-53,1,1.5,2:24:00,144,N,24759,2023,61,53,0.54,Monday
113,2023-08-06,home,PIT,L,1,4,60-53,1,1.5,2:30:00,150,D,33144,2023,60,53,0.53,Sunday
112,2023-08-05,home,PIT,W,3,2,60-52,1,1.5,2:59:00,179,N,35250,2023,60,52,0.54,Saturday
111,2023-08-04,home,PIT,L,4,8,59-52,1,0.5,2:57:00,177,N,35438,2023,59,52,0.53,Friday
110,2023-08-03,home,PIT,W,14,1,59-51,1,0.5,2:38:00,158,N,25930,2023,59,51,0.54,Thursday
109,2023-08-02,home,WSN,L,2,3,58-51,2,-0.5,2:20:00,140,D,17312,2023,58,51,0.53,Wednesday
108,2023-08-01,home,WSN,W,6,4,58-50,2,-0.5,2:41:00,161,N,19847,2023,58,50,0.54,Tuesday
107,2023-07-31,home,WSN,L,3,5,57-50,2,-1.5,2:30:00,150,N,19290,2023,57,50,0.53,Monday
106,2023-07-30,home,ATL,L,6,8,57-49,2,-0.5,2:30:00,150,D,40262,2023,57,49,0.54,Sunday
105,2023-07-29,home,ATL,L,5,11,57-48,1,0.5,2:36:00,156,N,43276,2023,57,48,0.54,Saturday
104,2023-07-28,home,ATL,L,7,10,57-47,1,0.5,2:55:00,175,N,42502,2023,57,47,0.55,Friday
103,2023-07-26,home,CIN,W,3,0,57-46,1,1.5,2:09:00,129,D,38596,2023,57,46,0.55,Wednesday
102,2023-07-25,home,CIN,L,3,4,56-46,1,0.5,3:13:00,193,N,27551,2023,56,46,0.55,Tuesday
101,2023-07-24,home,CIN,W,3,2,56-45,1,1.5,2:52:00,172,N,29216,2023,56,45,0.55,Monday
100,2023-07-23,home,ATL,L,2,4,55-45,1,0.5,2:35:00,155,D,38605,2023,55,45,0.55,Sunday
99,2023-07-22,home,ATL,W,4,3,55-44,1,1.5,2:32:00,152,N,39707,2023,55,44,0.56,Saturday
98,2023-07-21,home,ATL,L,4,6,54-44,1,1.5,2:32:00,152,N,37698,2023,54,44,0.55,Friday
97,2023-07-20,home,PHI,W,4,0,54-43,1,2.5,2:23:00,143,D,38276,2023,54,43,0.56,Thursday
96,2023-07-19,home,PHI,W,5,3,53-43,1,2.5,2:40:00,160,N,33753,2023,53,43,0.55,Wednesday
95,2023-07-18,home,PHI,L,3,4,52-43,1,2.5,2:35:00,155,N,35302,2023,52,43,0.55,Tuesday
94,2023-07-16,home,CIN,W,4,3,52-42,1,2.0,2:52:00,172,D,30927,2023,52,42,0.55,Sunday
93,2023-07-15,home,CIN,W,3,0,51-42,1,1.0,2:33:00,153,N,39897,2023,51,42,0.55,Saturday
92,2023-07-14,home,CIN,W,1,0,50-42,1,0.0,2:32:00,152,N,41516,2023,50,42,0.54,Friday
91,2023-07-09,home,CIN,W,1,0,49-42,2,-1.0,2:04:00,124,D,32848,2023,49,42,0.54,Sunday
90,2023-07-08,home,CIN,L,5,8,48-42,2,-2.0,3:04:00,184,D,39124,2023,48,42,0.53,Saturday
89,2023-07-07,home,CIN,W,7,3,48-41,2,-1.0,2:57:00,177,N,30970,2023,48,41,0.54,Friday
88,2023-07-06,home,CHC,W,6,5,47-41,2,-2.0,2:55:00,175,D,33366,2023,47,41,0.53,Thursday
87,2023-07-05,home,CHC,L,3,4,46-41,2,-2.0,2:43:00,163,N,31285,2023,46,41,0.53,Wednesday
86,2023-07-04,home,CHC,L,6,7,46-40,2,-1.0,3:15:00,195,D,41133,2023,46,40,0.53,Tuesday
85,2023-07-03,home,CHC,W,8,6,46-39,1,0.0,2:56:00,176,D,43209,2023,46,39,0.54,Monday
84,2023-07-02,home,PIT,W,6,3,45-39,1,0.0,2:39:00,159,D,21884,2023,45,39,0.54,Sunday
83,2023-07-01,home,PIT,W,11,8,44-39,1,0.0,2:50:00,170,D,35246,2023,44,39,0.53,Saturday
82,2023-06-30,home,PIT,L,7,8,43-39,2,-1.0,3:10:00,190,N,29179,2023,43,39,0.52,Friday
81,2023-06-29,home,NYM,W,3,2,43-38,1,0.0,2:54:00,174,N,30282,2023,43,38,0.53,Thursday
80,2023-06-28,home,NYM,W,5,2,42-38,2,-0.5,2:57:00,177,N,28440,2023,42,38,0.52,Wednesday
79,2023-06-27,home,NYM,L,2,7,41-38,2,-0.5,2:41:00,161,N,35295,2023,41,38,0.52,Tuesday
78,2023-06-26,home,NYM,W,2,1,41-37,1,0.5,2:45:00,165,N,34384,2023,41,37,0.53,Monday
77,2023-06-25,home,CLE,W,5,4,40-37,2,-0.5,3:01:00,181,D,24701,2023,40,37,0.52,Sunday
76,2023-06-24,home,CLE,L,2,4,39-37,2,-1.5,2:40:00,160,D,32349,2023,39,37,0.51,Saturday
75,2023-06-23,home,CLE,W,7,1,39-36,2,-1.5,2:22:00,142,N,30056,2023,39,36,0.52,Friday
74,2023-06-21,home,ARI,L,1,5,38-36,2,-1.5,2:45:00,165,D,31397,2023,38,36,0.51,Wednesday
73,2023-06-20,home,ARI,W,7,5,38-35,2,-0.5,2:31:00,151,N,27048,2023,38,35,0.52,Tuesday
72,2023-06-19,home,ARI,L,1,9,37-35,2,-0.5,2:27:00,147,N,24257,2023,37,35,0.51,Monday
71,2023-06-18,home,PIT,W,5,2,37-34,1,0.5,2:28:00,148,D,38073,2023,37,34,0.52,Sunday
70,2023-06-17,home,PIT,W,5,0,36-34,1,0.5,2:14:00,134,D,37283,2023,36,34,0.51,Saturday
69,2023-06-16,home,PIT,W,5,4,35-34,1,0.5,2:35:00,155,N,25586,2023,35,34,0.51,Friday
68,2023-06-14,home,MIN,L,2,4,34-34,2,-1.0,2:23:00,143,D,32222,2023,34,34,0.5,Wednesday
67,2023-06-13,home,MIN,L,5,7,34-33,2,-1.0,2:53:00,173,N,34514,2023,34,33,0.51,Tuesday
66,2023-06-11,home,OAK,L,6,8,34-32,2,-1.0,3:19:00,199,D,31363,2023,34,32,0.52,Sunday
65,2023-06-10,home,OAK,L,1,2,34-31,1,0.0,3:07:00,187,D,35157,2023,34,31,0.52,Saturday
64,2023-06-09,home,OAK,L,2,5,34-30,1,0.0,3:00:00,180,N,30657,2023,34,30,0.53,Friday
63,2023-06-08,home,BAL,L,3,6,34-29,1,1.0,2:43:00,163,D,27318,2023,34,29,0.54,Thursday
62,2023-06-07,home,BAL,W,10,2,34-28,1,1.5,2:31:00,151,N,22320,2023,34,28,0.55,Wednesday
61,2023-06-06,home,BAL,W,4,3,33-28,1,0.5,3:20:00,200,N,22535,2023,33,28,0.54,Tuesday
60,2023-06-05,home,CIN,L,0,2,32-28,2,-0.5,2:11:00,131,N,13687,2023,32,28,0.53,Monday
59,2023-06-04,home,CIN,W,5,1,32-27,1,0.5,2:17:00,137,D,17780,2023,32,27,0.54,Sunday
58,2023-06-03,home,CIN,W,10,8,31-27,1,0.5,2:58:00,178,D,25485,2023,31,27,0.53,Saturday
57,2023-06-02,home,CIN,W,5,4,30-27,1,0.5,3:31:00,211,N,44073,2023,30,27,0.53,Friday
56,2023-06-01,home,TOR,L,1,3,29-27,1,0.5,2:20:00,140,D,42059,2023,29,27,0.52,Thursday
55,2023-05-31,home,TOR,W,4,2,29-26,1,1.0,2:44:00,164,N,42205,2023,29,26,0.53,Wednesday
54,2023-05-30,home,TOR,L,2,7,28-26,1,1.0,2:31:00,151,N,32930,2023,28,26,0.52,Tuesday
53,2023-05-28,home,SFG,W,7,5,28-25,1,1.5,2:47:00,167,D,34581,2023,28,25,0.53,Sunday
52,2023-05-27,home,SFG,L,1,3,27-25,1,0.5,2:33:00,153,D,39269,2023,27,25,0.52,Saturday
51,2023-05-26,home,SFG,L,1,15,27-24,1,0.5,2:42:00,162,N,30347,2023,27,24,0.53,Friday
50,2023-05-25,home,SFG,L,0,5,27-23,1,1.5,2:46:00,166,N,24536,2023,27,23,0.54,Thursday
49,2023-05-24,home,HOU,W,4,0,27-22,1,2.0,2:09:00,129,D,28262,2023,27,22,0.55,Wednesday
48,2023-05-23,home,HOU,W,6,0,26-22,1,1.0,2:36:00,156,N,23062,2023,26,22,0.54,Tuesday
47,2023-05-22,home,HOU,L,2,12,25-22,1,0.0,2:41:00,161,N,22583,2023,25,22,0.53,Monday
46,2023-05-21,home,TBR,W,6,4,25-21,1,1.0,2:44:00,164,D,20193,2023,25,21,0.54,Sunday
